,Year,Team,Cmp %,Yds/Att,Rate,1st%,Win_loss_perc,Points_diff,Yds_per_play_offense,Score_pct,Turnover_pct,TD_to_Turnover_Rate,Sacks_taken_per_game,Penalties_per_game,Turnovers_per_game,Big_Plays,Big_Plays_per_game,Big_plays_per_game
190,2015,Titans,62.1,7.1,85.5,35.4,0.188,-124,5.1,25.7,12.8,0.76,3.38,5.81,2.06,55,3.44,3.44
191,2015,Vikings,64.8,7.2,87.9,33.7,0.688,63,5.3,38.4,14.7,0.82,2.81,5.5,1.06,47,2.94,2.94
192,2016,49ers,58.4,6.4,83.4,31.0,0.125,-171,4.9,27.4,16.6,0.84,2.94,6.19,1.56,41,2.56,2.56
193,2016,Bears,62.1,7.4,81.8,37.9,0.188,-120,5.9,27.3,20.1,0.61,1.75,6.88,1.94,53,3.31,3.31
194,2016,Bengals,64.6,7.5,91.8,36.2,0.406,10,5.4,35.8,12.6,1.06,2.56,5.5,1.06,66,4.12,4.12
195,2016,Bills,60.3,6.9,86.7,32.7,0.438,21,5.6,36.7,15.5,1.42,2.88,7.0,0.75,43,2.69,2.69
196,2016,Broncos,59.5,6.9,83.9,31.8,0.563,36,5.1,30.3,16.5,0.8,2.5,7.44,1.56,48,3.0,3.0
197,2016,Browns,59.6,6.5,77.4,31.9,0.063,-188,5.1,27.2,16.4,0.6,4.12,5.94,1.56,53,3.31,3.31
198,2016,Buccaneers,61.4,7.2,87.0,38.1,0.563,-15,5.2,32.4,13.5,1.07,2.19,6.81,1.69,47,2.94,2.94
199,2016,Cardinals,59.3,6.8,83.5,35.4,0.469,56,5.4,35.0,10.2,1.0,2.56,6.5,1.75,57,3.56,3.56
200,2016,Chargers,60.2,7.6,87.6,36.9,0.313,-13,5.6,38.1,12.4,0.94,2.25,6.69,2.19,73,4.56,4.56
201,2016,Chiefs,66.8,7.2,93.2,36.1,0.75,78,5.5,37.1,9.4,1.12,2.0,6.81,1.06,55,3.44,3.44
202,2016,Colts,63.4,7.7,94.5,37.7,0.5,19,5.6,40.6,15.0,1.45,2.75,6.44,1.38,71,4.44,4.44
203,2016,Cowboys,67.3,7.9,103.0,39.5,0.813,115,6.0,43.9,9.5,1.67,1.75,6.56,0.94,47,2.94,2.94
204,2016,Dolphins,66.2,7.8,95.5,35.0,0.625,-17,5.8,30.7,15.2,1.17,1.88,7.81,1.44,61,3.81,3.81
205,2016,Eagles,62.4,6.2,79.2,31.5,0.438,36,5.0,37.6,13.4,0.8,2.06,7.06,1.25,45,2.81,2.81
206,2016,Falcons,69.6,9.2,116.8,44.5,0.688,134,6.7,52.6,13.5,3.45,2.31,6.5,0.69,86,5.38,5.38
207,2016,Giants,63.0,6.7,86.0,31.8,0.688,26,5.2,27.5,10.4,0.96,1.38,5.5,1.69,57,3.56,3.56
208,2016,Jaguars,59.0,6.3,79.5,33.1,0.188,-82,5.1,31.4,12.5,0.83,2.12,8.06,1.81,48,3.0,3.0
209,2016,Jets,56.6,6.6,67.6,30.2,0.313,-134,5.3,29.7,13.8,0.47,2.19,5.81,2.12,58,3.62,3.62
210,2016,Lions,65.3,7.3,93.3,36.5,0.563,-12,5.5,41.0,7.9,1.6,2.31,6.25,0.94,62,3.88,3.88
211,2016,Packers,65.0,7.2,102.2,35.8,0.625,44,5.7,43.8,9.0,2.35,2.19,6.25,1.06,67,4.19,4.19
212,2016,Panthers,54.4,7.0,75.1,34.5,0.375,-33,5.2,34.7,17.5,0.72,2.25,6.12,1.81,58,3.62,3.62
213,2016,Patriots,66.9,8.1,109.5,36.9,0.875,191,5.9,42.9,12.4,2.91,1.5,5.81,0.69,65,4.06,4.06
214,2016,Raiders,63.6,6.9,95.3,33.2,0.75,31,5.7,38.7,11.6,2.07,1.12,9.19,0.88,59,3.69,3.69
215,2016,Rams,58.2,6.2,69.5,28.2,0.25,-170,4.4,21.8,15.5,0.48,3.06,7.88,1.81,52,3.25,3.25
216,2016,Ravens,64.6,6.4,82.6,30.2,0.5,22,5.2,35.6,10.9,0.87,2.06,7.81,1.44,51,3.19,3.19
217,2016,Commanders,67.0,8.2,97.4,37.2,0.531,13,6.4,43.4,15.3,1.19,1.44,6.88,1.31,83,5.19,5.19
218,2016,Saints,70.0,7.8,102.5,39.3,0.438,15,6.2,45.9,15.0,1.58,1.69,6.69,1.5,82,5.12,5.12
219,2016,Seahawks,64.9,7.8,93.4,35.8,0.656,62,5.6,37.3,17.1,1.28,2.62,7.31,1.12,66,4.12,4.12
220,2016,Steelers,63.9,7.3,93.9,35.2,0.688,72,5.8,38.5,13.0,1.83,1.31,7.0,1.12,74,4.62,4.62
221,2016,Texans,59.5,5.9,73.2,29.7,0.563,-49,4.7,31.4,13.2,0.62,2.0,5.44,1.5,38,2.38,2.38
222,2016,Titans,60.9,7.4,93.7,34.7,0.563,3,5.7,36.4,15.0,1.61,1.75,6.88,1.12,61,3.81,3.81
223,2016,Vikings,70.4,7.0,97.7,35.5,0.5,20,5.0,32.8,16.6,1.25,2.38,6.44,1.0,60,3.75,3.75
224,2017,49ers,59.6,7.0,78.8,33.9,0.375,-52,5.3,37.5,15.8,0.65,2.69,7.69,1.44,63,3.94,3.94
225,2017,Bears,61.5,6.5,79.1,30.4,0.313,-56,4.9,24.1,19.0,0.59,2.44,7.19,1.38,34,2.12,2.12
226,2017,Bengals,59.6,6.6,86.0,32.4,0.438,-59,4.8,26.5,15.8,1.09,2.5,6.88,1.44,43,2.69,2.69
227,2017,Bills,60.7,6.5,82.1,31.3,0.563,-57,4.8,31.7,10.6,1.0,2.94,6.12,1.0,44,2.75,2.75
228,2017,Broncos,58.7,6.5,73.0,31.8,0.313,-93,4.8,26.4,11.7,0.56,3.25,7.06,2.12,58,3.62,3.62
229,2017,Browns,54.4,6.2,61.4,27.4,0.0,-176,4.9,22.0,16.3,0.37,3.12,6.88,2.56,58,3.62,3.62
230,2017,Buccaneers,62.5,7.6,90.6,40.2,0.313,-47,5.6,33.7,17.8,0.96,2.5,6.5,1.69,53,3.31,3.31
231,2017,Cardinals,56.7,6.6,76.2,33.4,0.5,-66,4.7,29.2,11.1,0.84,3.25,6.88,1.56,60,3.75,3.75
232,2017,Chargers,62.8,7.8,95.1,37.7,0.563,83,5.9,33.3,14.5,1.87,1.12,6.75,0.94,73,4.56,4.56
233,2017,Chiefs,66.8,8.0,100.8,36.5,0.625,76,6.1,44.9,6.8,2.36,2.31,7.38,0.69,68,4.25,4.25
234,2017,Colts,58.5,6.6,79.6,30.4,0.25,-141,4.6,29.4,10.1,0.87,3.5,5.75,0.94,45,2.81,2.81
235,2017,Cowboys,62.7,6.8,86.3,32.9,0.563,22,5.3,36.3,20.3,1.0,2.0,6.06,1.38,42,2.62,2.62
236,2017,Dolphins,62.0,6.3,78.7,31.1,0.375,-112,4.9,25.8,15.7,0.83,2.06,8.56,1.81,46,2.88,2.88
237,2017,Eagles,60.5,7.0,97.6,34.2,0.813,162,5.5,40.3,11.7,1.9,2.25,7.25,1.25,52,3.25,3.25
238,2017,Falcons,64.7,7.8,92.4,37.7,0.625,38,5.9,41.2,9.3,1.17,1.5,6.38,1.12,64,4.0,4.0
239,2017,Giants,61.4,6.0,79.8,29.3,0.188,-142,4.9,22.7,14.6,0.91,2.12,5.69,1.38,39,2.44,2.44
240,2017,Jaguars,60.0,7.0,84.4,36.6,0.625,149,5.4,34.7,13.4,0.91,1.5,7.0,1.44,49,3.06,3.06
241,2017,Jets,63.3,6.9,86.1,30.8,0.313,-84,5.0,28.6,19.2,0.79,2.94,7.44,1.5,54,3.38,3.38
242,2017,Lions,65.6,7.8,98.4,36.8,0.563,34,5.5,37.3,10.9,1.32,2.94,6.5,1.38,77,4.81,4.81
243,2017,Packers,62.6,6.3,82.0,31.3,0.438,-64,4.9,30.5,12.4,1.0,3.19,6.0,1.56,46,2.88,2.88
244,2017,Panthers,58.5,6.6,79.8,33.3,0.688,36,5.0,37.4,16.7,1.0,2.19,5.19,1.38,51,3.19,3.19
245,2017,Patriots,66.3,7.9,102.6,39.5,0.813,162,5.9,49.4,5.4,2.67,2.19,5.94,0.75,73,4.56,4.56
246,2017,Raiders,62.2,6.7,85.3,31.9,0.375,-72,5.4,29.2,11.8,0.82,1.5,7.12,1.75,57,3.56,3.56
247,2017,Rams,61.8,7.8,98.3,35.7,0.688,149,5.8,45.3,14.8,1.33,1.75,6.69,1.31,70,4.38,4.38
248,2017,Ravens,64.0,5.7,81.4,29.6,0.563,92,4.6,36.5,9.5,1.18,1.69,5.69,1.06,34,2.12,2.12
249,2017,Commanders,64.3,7.6,93.8,35.4,0.438,-46,5.3,31.9,14.8,1.0,2.56,5.75,1.69,68,4.25,4.25
250,2017,Saints,72.0,8.1,103.9,37.5,0.688,122,6.3,44.6,9.0,1.28,1.25,6.56,1.12,83,5.19,5.19
251,2017,Seahawks,61.3,7.2,94.4,33.0,0.563,34,5.2,30.5,9.5,2.0,2.69,9.25,1.06,70,4.38,4.38
252,2017,Steelers,65.1,7.7,94.1,36.8,0.813,98,5.8,43.0,9.5,1.45,1.5,6.31,1.25,72,4.5,4.5
253,2017,Texans,57.0,6.9,82.8,34.3,0.25,-98,5.0,29.2,14.7,1.0,3.38,7.75,1.75,59,3.69,3.69
254,2017,Titans,61.7,6.8,77.1,31.6,0.563,-22,5.2,35.1,16.9,0.56,2.19,5.31,1.56,45,2.81,2.81
255,2017,Vikings,67.7,7.5,99.1,37.2,0.813,130,5.4,38.9,15.7,1.79,1.69,6.25,0.88,62,3.88,3.88
256,2018,49ers,62.2,8.0,87.8,37.8,0.25,-93,5.8,37.0,11.6,0.81,3.0,7.0,2.0,73,4.56,4.56
257,2018,Bears,67.2,7.3,95.4,34.6,0.75,138,5.4,36.8,6.1,1.17,2.06,6.06,1.5,57,3.56,3.56
258,2018,Bengals,61.1,6.6,87.0,33.6,0.375,-87,5.3,35.5,10.0,1.59,2.31,7.12,1.06,54,3.38,3.38
259,2018,Bills,54.3,6.2,62.6,27.4,0.375,-105,4.7,26.4,12.8,0.41,2.56,7.25,2.0,51,3.19,3.19
260,2018,Broncos,62.4,6.7,82.1,30.8,0.375,-20,5.5,30.6,15.5,0.9,2.12,7.81,1.31,64,4.0,4.0
261,2018,Browns,61.5,7.4,88.8,32.9,0.469,-33,5.8,31.2,9.6,1.21,2.38,7.0,1.5,71,4.44,4.44
262,2018,Buccaneers,65.3,8.6,94.1,42.4,0.313,-68,6.3,37.0,20.4,1.03,2.56,7.31,2.19,85,5.31,5.31
263,2018,Cardinals,57.2,5.8,69.0,27.7,0.188,-200,4.3,19.3,11.2,0.54,3.25,6.31,1.75,35,2.19,2.19
264,2018,Chargers,68.0,8.4,104.9,41.6,0.75,99,6.3,42.4,16.3,1.68,2.12,7.06,1.19,70,4.38,4.38
265,2018,Chiefs,66.0,8.8,113.8,41.0,0.75,144,6.8,52.6,14.2,2.78,1.62,8.56,1.12,91,5.69,5.69
266,2018,Colts,67.1,7.1,98.2,36.8,0.625,89,5.8,41.2,11.7,1.62,1.12,7.5,1.5,60,3.75,3.75
267,2018,Cowboys,67.6,7.4,96.7,34.9,0.625,15,5.4,37.9,11.5,1.29,3.5,6.5,1.06,48,3.0,3.0
268,2018,Dolphins,64.2,7.3,93.0,33.6,0.438,-114,5.3,28.3,13.8,1.13,3.25,6.75,1.44,43,2.69,2.69
269,2018,Eagles,70.4,7.6,100.8,36.9,0.563,19,5.6,38.1,17.9,1.26,2.5,6.25,1.44,61,3.81,3.81
270,2018,Falcons,69.4,8.0,108.0,38.6,0.438,-9,6.2,42.9,10.7,2.0,2.62,6.31,1.12,65,4.06,4.06
271,2018,Giants,65.5,7.6,92.7,35.7,0.313,-43,5.8,38.4,18.6,1.21,2.94,7.12,1.19,71,4.44,4.44
272,2018,Jaguars,61.4,6.4,79.1,30.6,0.313,-71,4.8,25.0,15.6,0.52,3.31,7.56,1.81,44,2.75,2.75
273,2018,Jets,57.1,6.5,73.0,30.0,0.25,-108,4.9,32.0,15.9,0.6,2.31,7.12,1.88,49,3.06,3.06
274,2018,Lions,65.3,6.7,88.5,35.0,0.375,-36,5.1,35.3,13.2,1.16,2.56,5.88,1.19,50,3.12,3.12
275,2018,Packers,61.2,7.2,93.7,32.5,0.406,-24,5.8,38.8,14.6,1.67,3.31,6.75,0.94,73,4.56,4.56
276,2018,Panthers,67.1,7.2,92.9,37.7,0.438,-6,5.9,37.0,12.8,1.27,2.0,5.75,1.38,57,3.56,3.56
277,2018,Patriots,65.8,7.7,97.8,35.9,0.688,111,5.9,40.8,8.3,1.61,1.31,5.81,1.12,62,3.88,3.88
278,2018,Raiders,68.7,7.3,93.6,35.4,0.25,-177,5.4,31.3,12.7,0.79,3.25,6.88,1.5,59,3.69,3.69
279,2018,Rams,64.8,8.3,100.8,41.6,0.813,143,6.4,48.6,5.2,1.68,2.06,6.0,1.19,78,4.88,4.88
280,2018,Ravens,60.1,6.7,84.0,33.1,0.625,102,5.3,40.7,11.8,0.9,2.0,7.25,1.25,49,3.06,3.06
281,2018,Commanders,61.1,6.5,78.1,30.6,0.438,-78,5.0,31.8,11.4,0.84,2.75,7.19,1.19,46,2.88,2.88
282,2018,Saints,73.4,8.0,112.3,40.5,0.813,151,6.0,51.8,10.9,2.06,1.25,5.88,1.0,66,4.12,4.12
283,2018,Seahawks,65.6,8.1,110.9,36.5,0.625,81,5.6,39.8,15.6,3.18,3.19,6.94,0.69,60,3.75,3.75
284,2018,Steelers,66.6,7.5,95.5,36.4,0.594,68,6.1,36.8,16.7,1.35,1.5,6.94,1.62,78,4.88,4.88
285,2018,Texans,68.2,8.2,102.9,39.9,0.688,86,5.6,40.3,10.5,1.62,3.88,6.56,1.0,59,3.69,3.69
286,2018,Titans,67.0,7.4,89.8,35.7,0.563,7,5.3,34.9,11.3,0.89,2.94,5.12,1.12,43,2.69,2.69
287,2018,Vikings,70.1,7.1,99.7,36.0,0.531,19,5.5,32.4,10.7,1.5,2.5,5.75,1.25,54,3.38,3.38
288,2019,49ers,69.2,8.4,103.1,40.8,0.813,169,6.0,44.3,7.9,1.22,2.25,6.56,1.44,70,4.38,4.38
289,2019,Bears,64.0,6.2,83.9,30.7,0.5,-18,4.7,29.1,11.8,1.05,2.81,6.44,1.19,41,2.56,2.56
290,2019,Bengals,57.8,6.5,76.2,31.0,0.125,-141,4.9,29.8,12.0,0.6,3.0,5.81,1.88,55,3.44,3.44
291,2019,Bills,58.3,6.8,82.8,31.6,0.625,55,5.2,30.1,12.9,1.11,2.5,7.31,1.19,62,3.88,3.88
292,2019,Broncos,61.9,6.8,84.1,32.1,0.438,-34,5.0,32.4,13.9,1.0,2.56,6.88,1.0,56,3.5,3.5
293,2019,Browns,59.0,7.1,78.4,33.4,0.375,-58,5.6,33.9,15.6,0.79,2.56,7.62,1.75,67,4.19,4.19
294,2019,Buccaneers,60.6,8.1,84.1,38.7,0.438,9,5.9,37.9,12.1,0.8,2.94,8.31,2.56,88,5.5,5.5
295,2019,Cardinals,64.1,6.8,87.0,31.8,0.344,-81,5.5,38.8,14.8,1.11,3.12,7.56,1.12,59,3.69,3.69
296,2019,Chargers,66.0,7.8,89.0,36.8,0.313,-8,5.9,38.8,18.8,0.77,2.12,6.44,1.94,69,4.31,4.31
297,2019,Chiefs,65.6,8.1,104.4,36.6,0.75,143,6.2,48.8,12.2,2.0,1.56,6.69,0.94,77,4.81,4.81
298,2019,Colts,59.8,6.5,85.0,32.2,0.438,-12,5.2,36.3,14.9,1.05,2.0,4.94,1.31,41,2.56,2.56
299,2019,Cowboys,65.0,8.2,99.5,38.4,0.5,113,6.5,44.6,11.9,1.67,1.44,6.81,1.12,84,5.25,5.25
300,2019,Dolphins,60.3,6.7,80.0,34.2,0.313,-188,4.9,30.2,17.4,0.85,3.62,5.75,1.62,56,3.5,3.5
301,2019,Eagles,63.8,6.6,92.1,35.1,0.563,31,5.2,34.8,7.7,1.17,2.31,6.25,1.44,58,3.62,3.62
302,2019,Falcons,67.1,7.4,93.8,37.7,0.438,-18,5.5,40.8,10.3,1.16,3.12,7.44,1.56,57,3.56,3.56
303,2019,Giants,61.9,6.7,86.4,30.8,0.25,-110,5.4,28.6,15.0,0.91,2.69,5.62,2.06,65,4.06,4.06
304,2019,Jaguars,61.8,6.8,90.0,31.1,0.375,-97,5.4,33.9,12.8,1.2,2.62,8.25,1.25,59,3.69,3.69
305,2019,Jets,62.0,6.6,80.6,31.1,0.438,-83,4.6,23.3,17.5,0.76,3.25,7.19,1.56,50,3.12,3.12
306,2019,Lions,60.2,7.3,88.2,34.3,0.219,-82,5.4,33.3,15.2,1.22,2.69,7.06,1.44,73,4.56,4.56
307,2019,Packers,62.1,7.0,95.3,33.2,0.813,63,5.4,37.3,8.1,2.0,2.25,6.25,0.81,64,4.0,4.0
308,2019,Panthers,60.4,6.5,74.7,36.3,0.313,-130,5.1,32.3,10.9,0.49,3.62,5.44,2.19,47,2.94,2.94
309,2019,Patriots,61.0,6.7,88.2,31.8,0.75,195,5.2,36.3,8.1,1.67,1.75,5.88,0.94,68,4.25,4.25
310,2019,Raiders,70.2,7.9,101.0,37.1,0.438,-106,5.9,32.7,12.8,1.29,1.81,8.0,1.06,64,4.0,4.0
311,2019,Rams,62.8,7.4,85.6,35.1,0.563,30,5.7,35.7,11.0,0.92,1.38,7.38,1.5,79,4.94,4.94
312,2019,Ravens,65.7,7.6,109.0,38.9,0.875,249,6.1,51.8,7.8,2.47,1.75,6.81,0.94,52,3.25,3.25
313,2019,Commanders,62.2,6.7,83.0,32.2,0.188,-169,5.0,29.5,17.9,0.86,3.12,6.62,1.31,44,2.75,2.75
314,2019,Saints,71.9,7.6,110.2,39.6,0.813,117,5.9,46.2,10.3,4.5,1.56,7.5,0.5,63,3.94,3.94
315,2019,Seahawks,66.0,8.0,105.3,36.8,0.688,7,5.7,36.5,10.0,1.55,3.0,6.81,1.25,65,4.06,4.06
316,2019,Steelers,61.8,6.3,76.0,28.8,0.5,-14,4.7,28.9,12.8,0.6,2.0,6.94,1.88,45,2.81,2.81
317,2019,Texans,66.5,7.6,95.3,38.0,0.625,-7,5.7,37.9,8.4,1.23,3.06,6.94,1.38,61,3.81,3.81
318,2019,Titans,66.3,8.8,108.3,39.5,0.563,71,6.1,31.4,13.9,1.71,3.5,6.19,1.06,73,4.56,4.56
319,2019,Vikings,68.4,8.0,103.9,36.7,0.625,104,5.8,41.6,12.6,1.3,1.75,6.0,1.25,64,4.0,4.0
320,2020,49ers,65.1,7.6,90.1,38.1,0.375,-14,5.7,36.3,11.4,0.81,2.44,5.31,1.94,65,4.06,4.06
321,2020,Bears,65.5,6.4,86.5,35.5,0.5,2,5.1,38.9,12.1,1.18,2.25,5.5,1.38,45,2.81,2.81
322,2020,Bengals,64.0,6.5,85.6,34.6,0.281,-113,4.9,33.0,13.8,0.79,3.0,5.19,1.5,40,2.5,2.5
323,2020,Bills,68.8,8.0,107.6,40.3,0.813,126,6.1,49.4,10.0,1.82,1.69,6.38,1.38,76,4.75,4.75
324,2020,Broncos,57.0,6.6,72.5,31.6,0.313,-123,5.2,33.0,14.9,0.66,2.0,5.06,2.0,60,3.75,3.75
325,2020,Browns,62.9,7.4,96.6,38.9,0.688,-11,5.8,40.6,13.5,1.69,1.62,6.25,1.0,50,3.12,3.12
326,2020,Buccaneers,65.5,7.6,102.8,38.0,0.688,137,6.0,47.8,8.3,2.47,1.38,5.25,1.06,79,4.94,4.94
327,2020,Cardinals,67.3,7.1,94.1,36.7,0.5,43,5.7,40.2,15.5,1.29,1.81,7.06,1.31,59,3.69,3.69
328,2020,Chargers,65.9,7.2,97.0,36.0,0.438,-42,5.4,38.3,11.4,1.94,2.12,5.31,1.0,64,4.0,4.0
329,2020,Chiefs,66.7,7.9,107.3,40.5,0.875,111,6.3,47.9,10.4,2.5,1.5,6.56,1.0,77,4.81,4.81
330,2020,Colts,67.2,7.6,95.9,36.4,0.688,89,5.9,44.4,11.4,1.6,1.31,5.88,0.94,64,4.0,4.0
331,2020,Cowboys,64.6,7.1,89.9,36.2,0.375,-78,5.3,40.6,20.1,0.96,2.75,6.0,1.62,61,3.81,3.81
332,2020,Dolphins,66.2,7.0,91.2,37.0,0.625,66,5.3,41.4,14.8,1.2,2.12,4.62,1.25,44,2.75,2.75
333,2020,Eagles,55.8,6.2,72.9,29.6,0.281,-84,5.0,27.9,16.6,0.76,4.06,6.69,1.81,52,3.25,3.25
334,2020,Falcons,65.0,7.4,93.9,38.7,0.25,-18,5.5,44.8,9.6,1.5,2.56,5.19,1.12,67,4.19,4.19
335,2020,Commanders,64.7,6.3,80.1,30.6,0.438,6,4.8,33.3,9.0,0.59,3.12,5.44,1.69,46,2.88,2.88
336,2020,Giants,62.1,6.4,79.6,34.4,0.375,-77,5.0,33.5,9.8,0.55,3.12,5.06,1.38,41,2.56,2.56
337,2020,Jaguars,62.8,6.4,83.9,33.3,0.063,-186,5.2,30.4,14.9,1.0,2.75,6.69,1.56,50,3.12,3.12
338,2020,Jets,58.5,6.2,75.9,29.3,0.125,-214,4.7,26.3,12.1,0.84,2.69,6.31,1.19,45,2.81,2.81
339,2020,Lions,64.3,7.6,93.3,37.8,0.313,-142,5.7,38.5,14.9,1.29,2.62,5.94,1.31,66,4.12,4.12
340,2020,Packers,70.7,8.2,121.5,41.1,0.813,140,6.3,49.7,12.4,4.36,1.31,5.25,0.69,71,4.44,4.44
341,2020,Panthers,67.8,7.5,87.4,34.9,0.313,-52,5.6,40.3,14.5,0.76,2.25,5.94,1.31,64,4.0,4.0
342,2020,Patriots,64.3,7.1,81.1,35.7,0.438,-27,5.3,36.9,13.4,0.63,2.31,3.88,1.19,41,2.56,2.56
343,2020,Raiders,67.0,8.0,100.4,37.4,0.5,-44,5.9,47.9,9.1,1.08,1.75,6.12,1.62,71,4.44,4.44
344,2020,Rams,66.4,7.1,88.4,34.9,0.625,76,5.5,34.2,9.0,0.8,1.56,4.44,1.56,56,3.5,3.5
345,2020,Ravens,63.3,7.2,95.7,35.0,0.688,165,5.9,45.3,12.7,1.5,2.0,6.5,1.12,43,2.69,2.69
346,2020,Saints,70.9,7.6,104.1,38.1,0.75,145,5.8,45.5,9.4,1.65,1.81,6.12,1.06,53,3.31,3.31
347,2020,Seahawks,68.9,7.5,105.0,38.4,0.75,88,5.8,44.4,9.3,2.22,3.0,5.25,1.12,56,3.5,3.5
348,2020,Steelers,65.2,6.3,93.5,31.4,0.75,104,5.1,37.2,14.9,1.94,0.88,5.06,1.12,55,3.44,3.44
349,2020,Texans,70.2,8.9,112.3,40.7,0.25,-80,6.4,42.9,13.8,1.83,3.12,5.0,1.12,81,5.06,5.06
350,2020,Titans,65.2,7.9,105.9,41.9,0.688,52,6.2,47.9,6.9,2.75,1.56,5.38,0.75,57,3.56,3.56
351,2020,Vikings,67.6,8.3,105.0,41.1,0.438,-45,6.2,39.8,17.3,1.52,2.44,5.12,1.44,65,4.06,4.06
352,2021,49ers,66.7,8.6,99.2,38.9,0.588,62,6.1,41.2,11.8,1.08,1.94,6.0,1.41,74,4.35,4.35
353,2021,Bears,61.2,6.7,75.5,33.2,0.353,-96,4.9,31.5,10.8,0.55,3.41,6.24,1.71,47,2.76,2.76
354,2021,Bengals,69.2,8.7,106.9,37.5,0.588,84,5.9,42.6,11.5,1.71,3.24,4.24,1.24,79,4.65,4.65
355,2021,Bills,63.4,6.8,91.3,36.0,0.647,194,5.7,45.2,7.2,1.64,1.59,6.65,1.29,59,3.47,3.47
356,2021,Broncos,65.4,7.1,91.7,33.1,0.412,13,5.4,36.9,13.6,1.11,2.35,4.88,1.06,53,3.12,3.12
357,2021,Browns,61.5,7.0,84.6,34.0,0.471,-22,5.5,32.2,9.9,0.95,2.88,6.59,1.29,56,3.29,3.29
358,2021,Buccaneers,67.3,7.4,101.6,37.4,0.765,158,6.1,44.3,11.8,2.26,1.35,5.71,1.12,86,5.06,5.06
359,2021,Cardinals,70.2,7.8,100.6,36.2,0.647,83,5.6,44.7,9.4,1.8,2.29,6.71,0.88,73,4.29,4.29
360,2021,Chargers,65.7,7.4,97.4,38.0,0.529,15,5.9,45.7,12.6,1.73,1.82,6.82,1.29,68,4.0,4.0
361,2021,Chiefs,66.4,7.3,98.1,39.6,0.706,116,5.9,48.2,9.6,1.48,1.65,6.53,1.47,69,4.06,4.06
362,2021,Colts,62.2,6.9,93.5,32.0,0.529,86,5.6,43.3,11.3,1.42,1.88,4.47,1.12,51,3.0,3.0
363,2021,Cowboys,68.6,7.7,104.8,38.3,0.706,172,6.0,43.8,12.8,2.0,1.94,7.47,1.18,72,4.24,4.24
364,2021,Dolphins,65.7,6.4,85.4,33.5,0.529,-32,4.8,30.1,10.5,0.81,2.35,6.18,1.53,53,3.12,3.12
365,2021,Eagles,62.2,7.3,89.2,33.8,0.529,59,5.7,43.4,17.2,1.25,1.82,6.29,0.94,56,3.29,3.29
366,2021,Falcons,65.8,7.0,86.6,34.2,0.412,-146,5.1,32.8,13.1,0.77,2.35,5.41,1.53,51,3.0,3.0
367,2021,Commanders,64.7,6.8,85.8,32.9,0.412,-99,5.1,34.6,12.4,0.88,2.53,4.82,1.41,49,2.88,2.88
368,2021,Giants,59.2,5.8,70.1,28.8,0.235,-158,4.7,27.5,15.6,0.5,2.24,5.18,1.76,37,2.18,2.18
369,2021,Jaguars,59.8,6.1,72.1,29.5,0.176,-204,5.0,26.4,12.6,0.41,1.88,6.12,1.71,49,2.88,2.88
370,2021,Jets,59.2,6.6,76.0,32.3,0.235,-194,5.0,29.4,11.8,0.74,3.12,6.06,1.59,58,3.41,3.41
371,2021,Lions,66.8,6.6,88.1,32.6,0.206,-142,5.2,34.3,16.1,1.0,2.12,6.18,1.35,54,3.18,3.18
372,2021,Packers,67.8,7.6,107.4,39.6,0.765,79,5.8,44.5,7.1,3.0,1.94,4.06,0.76,72,4.24,4.24
373,2021,Panthers,58.1,6.0,68.5,29.0,0.294,-100,4.6,29.2,17.2,0.48,3.06,6.29,1.71,41,2.41,2.41
374,2021,Patriots,68.0,7.7,95.5,35.0,0.588,159,5.7,48.0,11.2,1.04,1.65,5.59,1.35,68,4.0,4.0
375,2021,Raiders,68.3,7.7,93.8,34.6,0.588,-65,5.7,41.0,9.2,0.96,2.35,7.29,1.41,77,4.53,4.53
376,2021,Rams,66.9,8.1,101.6,38.4,0.706,88,6.0,45.9,6.9,1.78,1.82,4.47,1.35,83,4.88,4.88
377,2021,Ravens,64.8,7.0,84.4,34.2,0.471,-5,5.4,38.5,10.9,0.81,3.35,6.0,1.53,60,3.53,3.53
378,2021,Saints,58.1,6.8,87.4,32.7,0.529,29,4.9,33.7,16.7,1.61,2.18,5.76,1.06,49,2.88,2.88
379,2021,Seahawks,65.4,7.7,103.0,33.5,0.412,29,5.8,34.8,14.0,2.31,2.71,5.71,0.76,68,4.0,4.0
380,2021,Steelers,64.0,6.0,85.3,30.7,0.559,-55,4.8,34.7,13.1,1.15,2.24,6.24,1.18,50,2.94,2.94
381,2021,Texans,64.8,6.6,85.2,29.7,0.235,-172,4.7,26.6,12.8,0.95,2.59,6.71,1.29,52,3.06,3.06
382,2021,Titans,67.1,7.0,90.0,36.3,0.706,65,5.1,38.9,14.6,0.88,2.76,6.06,1.47,42,2.47,2.47
383,2021,Vikings,65.9,7.4,101.6,33.4,0.471,-1,5.7,39.3,9.5,2.62,1.76,6.53,0.76,73,4.29,4.29
384,2022,49ers,66.0,7.9,102.2,36.7,0.765,173,5.9,41.4,11.8,1.76,1.82,5.53,1.0,62,3.65,3.65
385,2022,Bears,59.2,6.9,80.3,28.9,0.176,-137,5.3,34.3,11.2,0.76,3.41,4.71,1.47,45,2.65,2.65
386,2022,Bengals,68.5,7.4,101.0,36.2,0.75,96,5.5,41.5,9.3,1.94,2.75,5.06,1.12,64,4.0,4.0
